V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;V21;V22;V24;V25;V26;V27;V28;V29;V30;V31;V32;V33;V34;V35;V36;V37;V38;V39;V40;V41;V42;V43;V44;V45;V46;V47;V48;V49;V50;V51;V52;V53;V54;V55;V56;V57;V58;V59;V60;V61;V62;V63;V64;V65;V66;V67;V68;V69;V70;V71;V72;V73;V74;V74B;V75;V76;V77;V78;V79;V80;V81;V82;V83;V84;V85;V86;V87;V88;V89;V90;V91;V92;V93;V94;V95;V96;V97;V98;V99;V100;V101;V102;V103;V104;V105;V106;V107;V108;V109;V110;V111;V112;V113;V114;V115;V116;V117;V118;V119;V120;V121;V122;V123;V124;V125REG;V125_02;V126;V127;V128;V129;V130;V131;V132;V133;V134;V135;V136;V137;V138;V139;V140;V141;V142;V143;V144G;V145;V146;V147;V148;V149;V150;V151;V152;V153;V154;V155;V156;V157;V158;V159;V160;V161;V162;V163;V164;V165;V166;V167;V168;V169;V160A;V160B;V160C;V160D;V160E;V160F;V160G;V160H;V160I;V160J;V170;V171;V172;V173;V174;V175;V176;V177;V178;V179;V180;V181;V182;V183;V184;V185;V186;V187;V188;V189;V190;V191;V192;V193;V194;V195;V196;V197;V198;V199;V200;V201;V202;V203;V203A;V204;V205;V206;V207;V207A;V208;V209;V210;V211;V212;V213;V214;V215_04;V216;V217;V218;V219;V220;V221;V222;V223;V224;V225;V226;V227;V228A;V228B;V228C;V228D;V228E;V228F;V228G;V228H;V228I;V228J;V228K;V229;V230;V231;V232;V233;V234;V235;V236;V237;V238;V239;V239R;V240;V242;V243;V244;V245;V246;V247;V248;V248R;V250;V251;V252;V253;V254;V255;N_REGION_ISO;V256;V257;V262;Y001;Y002;Y003;SACSECVAL;RESEMAVAL;I_AUTHORITY;I_NATIONALISM;I_DEVOUT;DEFIANCE;I_RELIGIMP;I_RELIGBEL;I_RELIGPRAC;DISBELIEF;I_NORM1;I_NORM2;I_NORM3;RELATIVISM;I_TRUSTARMY;I_TRUSTPOLICE;I_TRUSTCOURTS;SCEPTICISM;I_INDEP;I_IMAGIN;I_NONOBED;AUTONOMY;I_WOMJOB;I_WOMPOL;I_WOMEDU;EQUALITY;I_HOMOLIB;I_ABORTLIB;I_DIVORLIB;CHOICE;I_VOICE1;I_VOICE2;I_VOI2_00;VOICE;G_TOWNSIZE2;LNG_NUM;FW_START;FW_END;Qmode
1;1;2;3;1;2;2;2;2;1;2;2;1;2;2;2;2;1;1;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;1;2;2;3;2;1;1;2;3;4;1;1;3;5;1;6;0;6;1;3;2;3;4;1;2;3;1;1;4;2;2;1;1;1;3;6;5;6;6;4;2;2;2;3;2;-1;1;3;2;-3;-3;1;-3;-3;1;1;2;1;10;10;1;1;3;2;4;1;2;1;2;4;2;3;4;3;3;4;3;4;3;3;1;2;3;3;3;3;4;3;4;4;2;2;5;10;1;1;10;1;1;10;10;5;4;2;2;5;2;1;1;1;2;2;10;2;3;2;2;10;10;5;5;0;2;3;3;2;2;4;4;4;5;3;4;3;5;2;2;3;2;2;3;2;2;3;2;4;1;1;5;5;5;1;1;1;2;1;3;1;3;2;3;2;6;1;4;1;3;3;4;7;4;7;8;9;8;7;5;8;3;2;6;7;7;1;1;1;1;1;1;3;5;5;1;1;2;5;1;1;3;3;4;2;2;2;2;3;1;2;3;1;1;7;-3;-3;-3;-3;-3;2;2;2;4;3;1;1;42;1;2;1;1;1660;5;2;2;2;1;7;332004;1;332009;332002;1660;2016;2;2;-1;0.526389;0.478333;0;0;0.33;0.11;0.33;0;0.666667;0.332222;1;1;1;1;0.33;1;0.66;0.663333;0;0;0;0;1;1;0;0.666667;0.888889;0.666667;0.444444;0.666667;0.66;0.5;0.58;0.58;4;1660;201511;201603;6
2;2;2;2;3;1;2;4;2;1;2;1;2;2;1;2;1;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;3;1;3;1;1;4;3;4;4;3;5;1;2;0;3;3;1;2;3;1;4;2;3;2;1;6;4;3;6;2;1;1;6;2;2;5;3;2;2;2;4;2;-1;2;2;2;-3;-3;-3;-3;-3;5;1;4;3;10;6;6;4;4;4;2;4;3;4;4;3;4;3;3;2;4;3;3;3;3;4;4;2;4;2;4;4;4;4;3;4;1;7;3;10;5;1;5;1;1;1;6;4;2;1;2;5;2;1;1;1;2;2;10;1;2;3;3;5;6;7;1;4;0;4;5;1;4;4;4;4;2;3;5;2;3;2;3;3;2;2;3;2;2;3;4;2;1;1;1;1;1;1;-3;1;1;1;1;2;1;1;1;1;1;1;3;6;3;10;5;6;5;6;6;5;5;5;6;6;4;4;6;7;5;1;3;2;2;3;3;3;5;5;1;1;1;5;1;1;3;3;4;2;2;1;1;4;3;2;3;2;3;6;-3;-3;-3;-3;-3;2;2;2;4;2;1;2;18;2;2;1;1;1660;2;1;1;1;1;1;332004;2;332005;332024;1660;2016;2;2;1;0.471389;0.716204;0;0;0;0;0;0;0.666667;0.222222;1;1;1;1;1;0.66;0.33;0.663333;0;1;1;0.666667;1;0.66;1;0.886667;0.444444;0.444444;0.555556;0.481481;0.66;1;0.83;0.83;1;1660;201511;201603;6
1;-2;2;3;2;3;3;2;2;2;2;2;1;2;2;2;1;1;2;2;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;2;1;1;1;1;4;4;3;1;3;5;1;6;2;1;1;3;3;4;1;4;2;3;1;1;2;3;3;3;1;1;3;5;2;2;6;4;2;2;2;4;-1;-1;3;2;2;-3;-3;-3;-3;-3;2;2;2;2;2;10;1;1;4;4;4;2;3;3;4;4;4;3;3;3;3;4;1;3;4;3;4;4;2;4;1;1;4;3;2;3;2;9;5;10;1;1;10;1;1;10;10;1;4;2;2;1;1;1;1;2;1;1;10;4;1;1;2;5;9;7;9;3;3;0;2;2;2;2;4;1;1;1;5;4;4;3;3;3;1;2;3;3;2;3;4;4;5;1;5;5;1;1;1;1;1;1;1;2;2;3;1;1;10;10;3;7;1;5;1;9;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;3;1;5;1;1;5;5;1;1;3;3;3;2;2;2;2;3;2;2;3;1;1;7;-3;-3;-3;-3;-3;2;2;2;4;2;1;2;37;2;1;1;1;1660;4;2;2;1;2;1;332004;1;332006;332039;1660;2016;2;2;-1;0.359167;0.28375;0;0.33;0;0.11;0.66;0;0;0.22;1;0;0;0.333333;1;0.66;0.66;0.773333;0;0;0;0;0.5;1;0.66;0.72;0;0;0;0;0.33;0.5;0.415;0.415;1;1660;201511;201603;6
1;2;3;3;1;2;2;2;2;1;2;2;1;2;1;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;1;2;2;3;2;1;2;1;3;2;3;3;3;5;1;6;3;7;1;3;3;2;1;4;2;2;1;1;6;3;5;4;1;4;1;2;4;5;1;1;2;2;2;3;-1;-1;2;2;1;-3;-3;-3;-3;1;1;2;5;5;3;4;1;2;2;1;2;2;4;3;3;4;2;4;3;3;2;4;3;4;2;1;2;4;4;4;3;3;4;4;4;4;1;5;10;10;5;6;7;8;4;7;6;10;3;3;-1;4;2;1;1;2;1;1;10;1;2;3;3;6;5;8;2;2;3;3;2;4;1;2;4;1;3;5;5;1;5;1;4;3;2;4;2;4;1;3;3;3;5;1;5;5;5;1;1;1;1;1;1;2;2;3;2;2;8;8;10;5;9;10;1;3;10;10;6;10;7;3;5;10;2;1;6;5;5;1;2;2;1;3;2;3;5;5;1;5;5;5;5;2;2;2;3;2;3;2;3;4;2;3;3;2;2;4;-3;-3;-3;-3;-3;2;2;2;4;1;1;2;32;2;2;1;1;1660;3;1;1;2;1;5;332004;1;332005;332022;1660;2016;2;2;0;0.484167;0.408472;0;0;0;0;0.33;0;0.5;0.276667;1;1;1;1;0.66;0.66;0.66;0.66;0;0;0;0;1;0.33;0.66;0.663333;1;0.222222;0.444444;0.555555;0.33;0.5;0.415;0.415;3;1660;201511;201603;6
2;1;3;1;1;3;1;2;2;2;2;2;1;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;3;1;1;1;2;4;2;3;3;3;5;1;2;0;5;1;3;2;3;1;4;2;3;1;1;4;3;1;6;2;2;1;1;4;3;1;4;2;2;2;1;3;-1;1;2;2;-3;-3;1;-3;-3;1;7;1;4;10;1;10;2;2;1;2;3;2;3;3;3;2;3;3;3;3;4;1;3;2;3;3;4;4;4;4;4;4;4;4;4;1;10;7;7;6;4;7;6;4;5;5;5;4;3;2;6;1;1;1;2;2;2;10;2;3;2;2;10;10;4;5;3;4;3;2;3;1;4;4;4;5;4;3;4;5;2;2;3;3;2;2;3;3;3;3;4;1;1;5;5;5;1;1;1;1;1;3;1;3;3;3;3;3;2;1;5;3;2;4;4;4;5;6;6;4;5;3;6;4;3;8;8;7;2;2;2;2;2;2;1;4;5;1;1;5;5;1;1;1;1;3;4;3;2;2;2;1;2;4;2;1;8;-3;-3;-3;-3;-3;2;2;2;4;5;2;2;63;2;2;1;1;1660;3;1;2;3;2;1;332004;1;332001;332032;1660;2016;2;2;-1;0.594445;0.412685;0;0.33;0.33;0.22;0.66;0;0.833333;0.497778;1;1;1;1;0.66;0.66;0.66;0.66;0;0;0;0;1;0.33;0.66;0.663333;0.555556;0.444444;0.222222;0.407407;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;1;1;1;1;2;1;1;2;2;2;2;1;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;3;3;3;1;1;2;3;4;4;4;5;1;6;0;5;3;1;3;2;4;1;2;3;2;1;1;3;1;6;2;2;2;1;1;4;4;3;2;2;2;4;2;-1;1;3;2;-3;-3;1;-3;-3;1;7;7;1;8;3;1;2;3;4;3;2;4;3;4;1;3;1;4;3;4;3;4;3;3;3;4;2;1;3;2;2;4;3;3;3;1;1;5;6;7;4;6;4;7;5;4;5;4;2;8;3;2;1;1;2;1;1;10;1;3;4;2;10;6;1;5;0;1;3;5;4;4;4;1;3;2;5;5;1;2;3;3;3;1;2;3;3;3;3;3;4;5;5;5;5;5;1;1;1;1;1;1;2;1;4;1;2;1;1;2;7;9;10;7;6;4;7;4;6;4;6;4;6;4;7;4;6;3;2;2;2;2;2;2;5;5;5;5;1;5;5;1;1;3;2;3;2;1;2;1;4;3;2;4;2;1;7;-3;-3;-3;-3;-3;2;2;2;4;2;1;2;33;2;2;1;1;1660;5;2;2;1;2;1;332004;1;332005;332012;1660;2016;2;2;-1;0.554445;0.508287;0;0.33;0;0.11;0.33;0;0.333333;0.221111;1;1;1;1;1;1;0.66;0.886667;0;0;0;0;1;0.66;1;0.886667;0.555556;0.555556;0.333333;0.481482;0.33;1;0.665;0.665;1;1660;201511;201603;6
1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;2;2;0;0;2;0;2;1;1;0;1;1;2;2;2;1;2;1;1;1;1;2;1;2;1;3;2;2;2;4;5;1;6;2;1;1;3;3;2;1;4;1;3;1;1;3;2;2;1;1;1;3;6;4;1;1;1;2;2;2;4;2;-1;3;3;3;-3;-3;-3;-3;-3;3;1;1;5;1;10;1;2;2;4;3;3;3;3;4;4;3;4;3;3;3;4;2;4;3;2;3;3;3;3;4;4;4;4;1;4;2;7;5;5;1;1;1;1;8;5;1;1;1;2;0;7;2;1;1;2;2;2;10;2;3;2;2;5;10;1;5;0;4;4;4;4;2;4;4;4;4;3;4;3;4;2;3;3;2;2;2;3;3;3;3;4;1;1;5;5;5;1;1;1;2;1;2;2;2;2;2;2;3;4;9;9;5;1;10;10;10;4;10;1;5;1;1;10;2;1;10;4;6;2;3;2;1;1;4;4;4;5;2;1;3;4;3;2;1;1;2;1;3;3;2;3;1;1;4;2;1;2;2;1;1;3;2;2;2;2;4;1;1;1;51;2;2;1;1;1660;2;1;2;2;2;8;332004;2;332008;332020;1660;2016;2;2;-1;0.581667;0.15875;0;0.33;0;0.11;0.33;0;1;0.443333;1;1;1;1;1;0.66;0.66;0.773333;0;0;0;0;0;0.33;0.33;0.22;0;0;0;0;0.33;0.5;0.415;0.415;5;1660;201511;201603;6
1;2;4;4;1;2;2;3;2;1;2;2;1;2;2;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;1;2;2;3;1;1;1;1;3;4;3;3;4;5;1;1;0;1;1;3;4;3;4;1;2;1;1;1;1;2;1;5;2;4;4;6;2;2;3;3;2;2;2;1;3;-1;1;2;3;-3;-3;2;-3;-3;1;4;6;2;4;10;1;2;3;2;4;2;4;3;4;4;4;2;4;3;2;4;3;4;4;2;4;2;4;4;4;4;4;4;1;3;2;3;3;6;1;1;10;1;5;10;10;1;3;1;8;6;2;1;2;2;1;1;1;1;1;4;1;1;10;10;5;1;0;4;1;2;3;4;2;4;1;5;5;5;5;4;4;1;3;4;1;4;4;1;1;1;5;5;5;5;5;1;1;1;1;1;1;2;1;1;3;3;3;4;7;8;10;10;5;5;1;5;1;1;5;5;5;5;1;1;1;5;1;3;2;3;3;3;2;5;5;4;4;1;5;1;2;2;2;2;3;3;1;2;4;3;2;1;4;2;1;3;4;5;5;3;2;2;2;2;4;1;1;2;44;2;2;1;1;1660;5;2;2;1;1;2;332004;1;332008;332010;1660;2016;2;2;-1;0.540278;0.440741;0;0.66;0;0.22;0.33;0;0.833333;0.387778;1;1;0;0.666667;1;1;0.66;0.886667;0;0;0;0;1;1;0.66;0.886667;0;0.444444;0.444444;0.296296;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;3;2;2;3;2;3;2;2;1;2;2;1;2;2;2;2;1;2;2;0;0;0;0;2;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;3;1;1;3;2;4;4;3;1;3;5;1;5;1;2;1;3;2;3;1;4;2;3;1;1;6;5;1;5;2;3;2;2;1;6;3;1;2;2;2;2;2;-1;2;3;3;-3;-3;-3;-3;-3;6;7;9;8;9;10;1;2;3;2;4;2;4;2;3;3;3;4;3;3;3;4;1;1;1;-1;2;2;3;4;4;4;4;4;4;3;3;5;-1;9;3;7;4;4;7;4;5;8;2;2;0;7;8;3;2;2;1;1;1;3;4;3;2;2;10;10;1;2;2;2;9;2;1;3;4;4;3;3;3;4;5;2;3;1;3;4;4;1;1;2;4;4;1;1;5;1;5;1;2;2;1;1;1;2;2;2;4;2;8;8;3;3;4;10;5;5;4;5;5;5;6;5;5;4;5;4;5;5;6;1;1;2;2;3;1;4;5;3;1;1;5;5;1;1;2;2;3;2;1;2;3;3;2;4;2;2;2;3;4;1;1;1;2;2;2;2;5;5;2;2;65;2;2;1;1;1660;4;2;2;1;1;1;332004;1;332002;332014;1660;2016;2;2;-1;0.636667;0.477778;0;0;0.33;0.11;0.33;1;1;0.776667;1;1;1;1;0.66;0.66;0.66;0.66;0;0;0;0;1;1;0.66;0.886667;0.444444;0.444444;0.444444;0.444444;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
2;1;2;1;2;2;2;2;2;1;1;2;2;2;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;1;1;1;1;4;3;1;1;2;1;5;1;3;0;3;1;3;2;3;1;4;2;2;2;1;1;1;3;1;5;2;2;5;1;2;3;1;2;2;2;4;3;-1;1;2;3;-3;-3;1;-3;-3;1;4;2;2;5;1;2;1;2;4;4;2;4;3;4;4;4;2;4;4;4;4;2;4;4;2;3;2;3;2;1;1;4;3;3;1;2;9;10;6;7;6;5;6;8;5;5;7;4;1;8;5;1;1;1;1;2;2;10;3;4;4;2;3;9;9;3;2;4;0;5;4;1;4;1;1;5;3;2;4;1;2;3;3;2;2;2;4;4;4;4;4;5;1;5;5;5;1;1;1;1;1;1;2;1;3;1;1;2;2;2;1;6;5;1;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;4;5;4;1;1;2;5;1;1;2;2;2;2;2;2;2;2;2;2;3;2;2;8;-3;-3;-3;-3;-3;2;1;2;4;3;1;1;49;2;2;1;1;1660;7;2;2;1;2;1;332004;1;332010;332013;1660;2016;2;2;0;0.499722;0.145;0;0;1;0.333333;0.33;0;0.666667;0.332222;1;0;0;0.333333;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
1;2;3;3;1;1;3;3;2;1;2;2;1;2;2;2;2;1;2;2;0;0;2;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;1;1;1;1;1;3;3;4;4;3;5;1;1;0;5;1;3;2;3;1;4;2;3;1;1;6;3;2;6;1;2;1;4;4;6;4;1;2;2;2;4;2;-1;1;2;1;-3;-3;1;-3;-1;1;8;2;9;4;1;1;2;2;3;3;2;3;4;4;4;3;3;3;3;3;4;3;3;4;3;2;1;1;3;4;4;4;4;4;2;1;10;6;10;6;1;5;1;5;5;10;4;2;1;2;7;2;1;1;2;2;2;10;4;3;2;2;10;10;1;5;0;2;3;2;3;2;4;4;4;5;3;3;3;5;2;2;3;2;2;2;3;3;3;3;4;1;1;5;5;5;1;1;1;3;1;4;2;3;3;3;3;10;10;2;9;3;5;10;5;6;3;10;3;1;5;5;10;3;1;1;8;3;1;4;1;1;1;1;5;5;5;1;2;4;2;2;3;3;3;3;2;2;2;3;3;1;2;3;2;2;1;2;3;1;1;1;1;1;2;4;3;1;2;26;2;2;1;1;1660;3;1;1;3;2;7;332004;1;332001;332045;1660;2016;2;2;-1;0.526667;0.375926;0;0;0;0;0;0;1;0.333333;1;1;1;1;1;0.66;0.66;0.773333;0;0;0;0;0;0.66;1;0.553333;0.222222;0.444444;0.444444;0.37037;0.66;0.5;0.58;0.58;4;1660;201511;201603;6
2;2;1;3;1;1;4;3;2;1;2;1;1;2;2;2;1;2;2;-1;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;1;2;2;1;2;1;2;2;2;4;1;2;1;5;1;6;2;1;3;1;3;2;2;1;1;3;1;1;3;3;5;6;2;2;1;1;2;3;2;1;2;2;2;1;2;2;-1;3;3;-3;-3;-3;-3;-3;8;1;1;1;7;10;6;2;2;3;2;4;3;4;3;3;2;3;4;4;4;4;4;2;2;3;3;4;3;2;3;3;4;4;4;2;1;9;1;10;5;1;6;1;8;5;4;5;3;1;2;5;6;1;1;2;1;2;10;4;3;2;3;10;8;1;1;1;0;4;2;3;1;3;4;3;1;1;3;1;5;2;3;3;1;3;3;3;3;3;3;4;1;5;5;5;5;1;1;1;1;1;4;2;3;4;3;2;10;10;9;10;1;10;6;3;3;10;10;2;5;1;6;10;3;1;10;10;4;1;2;2;1;1;2;3;5;5;1;3;5;5;2;2;2;2;3;2;3;1;2;3;3;1;1;2;2;2;4;7;6;2;2;2;1;2;4;1;1;1;29;2;2;1;1;1660;5;2;1;1;1;7;332004;1;332001;332045;1660;2016;3;2;0;0.554722;0.471806;0;0;0.33;0.11;0;0;0.666667;0.222222;1;1;1;1;0.66;1;1;0.886667;0;1;1;0.666667;0;1;0;0.333333;0.111111;0;0.555556;0.222222;0.33;1;0.665;0.665;4;1660;201511;201603;6
1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;1;2;1;1;1;2;4;1;2;3;5;1;2;8;2;1;3;2;3;1;4;2;2;1;1;4;3;6;1;1;2;3;5;2;6;1;4;2;2;2;4;2;3;2;2;3;-3;-3;-3;-3;-3;1;2;8;1;1;10;1;2;3;2;4;2;2;1;4;1;2;1;3;2;3;4;3;2;3;2;4;2;3;4;4;4;4;3;4;2;1;1;3;4;7;1;5;5;10;5;10;5;2;1;0;4;2;1;1;2;1;1;10;4;4;4;3;5;6;7;5;4;0;3;1;3;4;4;4;4;2;2;5;2;2;2;3;3;2;2;3;3;2;3;4;4;1;1;5;1;5;1;1;1;1;1;1;2;2;2;3;3;6;6;6;1;2;4;4;4;5;7;8;8;7;8;6;7;8;3;7;8;7;2;2;2;2;2;2;1;5;1;1;1;5;5;1;1;3;3;3;2;2;2;2;3;1;2;3;3;2;7;4;1;1;1;2;2;1;2;4;4;2;1;37;2;2;1;1;1660;4;2;1;2;1;5;332004;1;332005;332052;1660;2016;2;2;-1;0.5125;0.404259;0;0.33;0;0.11;0.33;0;0.5;0.276667;1;1;1;1;1;0.66;0.33;0.663333;0;0;0;0;0;1;0;0.333333;0.777778;0.777778;0.555556;0.703704;0.66;0.5;0.58;0.58;3;1660;201511;201603;6
1;1;1;1;2;1;2;1;2;2;2;2;1;2;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;1;2;2;2;2;1;2;1;3;2;3;4;3;4;3;5;1;1;3;1;1;3;2;3;1;4;2;3;3;1;5;2;3;4;2;2;3;5;4;6;3;1;2;2;2;1;2;3;1;2;1;-3;-3;1;-3;1;1;5;6;8;2;7;1;2;3;2;2;2;4;4;3;3;3;4;3;4;3;4;1;4;4;4;3;2;2;4;2;2;4;3;1;3;1;5;5;10;1;1;10;5;1;10;10;1;3;1;1;2;1;1;1;2;4;4;1;1;1;4;2;1;1;1;5;1;0;1;1;1;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;1;1;4;5;1;1;1;1;2;2;2;2;2;2;2;4;4;4;4;9;-1;5;7;4;10;10;10;5;2;8;1;3;1;3;10;4;1;6;4;5;1;3;1;1;2;4;3;5;5;2;3;5;5;4;4;3;3;3;2;2;2;3;3;2;2;2;1;1;3;4;7;5;5;2;2;1;2;4;6;2;1;49;2;2;1;1;1660;9;3;1;1;1;1;332004;1;332009;332002;1660;2016;2;2;-1;0.484722;0.301852;0;0;0.33;0.11;0;0;0.166667;0.055556;1;1;1;1;0.66;0.66;1;0.773333;0;0;0;0;0;1;0.66;0.553333;0;0;0.222222;0.074074;0.66;0.5;0.58;0.58;1;1660;201511;201603;6
2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;1;1;2;1;1;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;3;2;1;1;1;3;3;3;3;3;5;1;4;0;1;1;3;3;2;1;4;2;3;2;1;6;2;1;1;1;2;5;2;2;3;3;1;2;2;2;1;-1;-1;3;3;2;-3;-3;-3;-3;-3;1;10;6;2;9;10;5;2;2;2;4;4;4;4;3;4;2;4;4;3;4;4;2;4;2;4;4;2;2;2;3;3;4;4;3;3;2;5;8;6;1;1;10;1;7;4;10;3;3;3;2;2;1;1;2;2;4;4;4;2;4;3;4;6;4;4;3;1;0;2;3;4;4;4;2;1;2;1;2;3;3;3;2;3;1;1;1;3;2;2;3;4;5;5;5;5;5;3;1;2;3;2;1;2;4;3;3;4;8;8;7;10;6;7;5;5;1;5;1;5;5;5;5;5;1;1;1;4;1;2;3;2;2;2;2;1;5;3;1;4;5;1;4;1;3;3;3;3;1;2;3;3;2;2;2;3;2;6;-3;-3;-3;-3;-3;2;2;2;4;4;2;2;22;2;2;1;1;1660;7;2;1;1;2;3;332004;1;332004;332042;1660;2016;2;2;-2;0.428889;0.408194;0;0.33;0;0.11;0.33;0;0.166667;0.165556;1;1;0;0.666667;0.66;1;0.66;0.773333;0;0;0;0;1;0.66;0.66;0.773333;0.444444;0.444444;0.444444;0.444444;0.33;0.5;0.415;0.415;2;1660;201511;201603;6
1;1;1;4;2;2;4;2;2;1;2;2;2;2;1;2;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;1;1;1;3;1;3;4;2;2;4;5;1;6;0;6;1;3;3;2;1;4;2;3;1;1;2;3;2;4;1;3;2;5;4;6;1;5;2;2;2;1;-1;-1;2;2;2;-3;-3;-3;-3;-3;5;5;3;9;5;10;1;3;2;2;4;2;3;3;4;3;3;4;3;3;3;3;3;4;2;4;3;3;3;4;4;4;4;4;1;3;1;9;1;9;7;5;6;7;4;4;6;4;3;1;2;6;1;1;1;1;2;1;2;4;3;3;2;3;10;1;1;0;3;3;1;1;1;4;3;4;1;3;3;3;5;4;2;3;1;3;2;3;3;3;4;4;5;1;5;5;5;1;1;1;2;3;1;2;3;3;4;3;8;8;8;1;9;4;4;1;1;1;1;1;1;1;1;5;1;1;1;5;1;2;2;2;2;3;2;4;5;4;2;1;2;5;4;1;3;3;3;2;2;2;2;3;1;2;3;1;1;3;4;1;1;1;2;2;2;2;4;1;1;1;45;2;2;1;1;1660;6;2;2;1;1;7;332004;1;332009;332002;1660;2016;2;2;0;0.317778;0.214583;0;0.33;0;0.11;0.33;0;0.833333;0.387778;0;0;0;0;1;0.66;0.66;0.773333;0;0;0;0;0;1;0.33;0.443333;0;0;0;0;0.33;0.5;0.415;0.415;4;1660;201511;201603;6
2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;3;1;1;1;2;4;3;1;2;4;5;1;6;2;3;1;3;3;2;1;4;2;3;1;1;3;2;3;6;1;1;5;6;1;6;4;2;2;2;2;4;2;3;2;3;3;-3;-3;-3;-3;-3;10;1;4;1;5;10;4;3;4;4;4;2;4;3;4;4;3;4;3;4;3;2;3;3;2;2;4;4;3;2;4;4;4;3;1;3;3;8;5;8;1;1;10;1;1;10;10;1;4;1;2;7;2;1;1;2;2;2;10;2;3;3;3;10;10;1;5;0;4;0;4;2;2;4;4;4;5;4;3;3;5;2;3;3;2;2;3;2;3;3;2;4;5;5;5;5;5;1;1;1;2;1;2;2;3;2;3;3;1;1;3;5;5;10;10;10;3;6;10;1;1;10;1;10;1;1;7;6;5;2;3;2;1;3;3;4;5;5;1;2;3;3;2;1;2;1;3;2;2;2;3;4;2;3;4;2;1;3;4;5;2;2;2;2;2;2;4;5;2;2;36;2;2;1;1;1660;7;2;2;1;1;5;332004;1;332002;332021;1660;2016;2;2;0;0.6375;0.325417;0;0.33;0.33;0.22;0.33;0;1;0.443333;1;1;1;1;1;0.66;1;0.886667;0;0;0;0;1;0.66;0;0.553333;0;1;0;0.333333;0.33;0.5;0.415;0.415;3;1660;201511;201603;6
2;2;2;2;2;2;1;3;2;2;1;1;1;2;2;2;2;1;2;1;0;0;0;0;0;0;0;0;0;1;0;1;2;2;2;1;2;2;2;2;2;1;1;3;2;1;3;1;4;4;5;1;1;0;1;1;3;2;3;4;1;1;3;2;1;6;1;1;5;1;3;3;1;2;5;1;3;2;2;2;4;2;3;1;2;2;-3;-3;-2;-3;-3;1;1;3;1;1;10;1;2;3;3;4;2;4;3;4;4;3;4;4;2;3;3;2;4;3;2;2;4;3;3;3;3;4;3;1;4;4;6;4;8;6;4;7;4;7;3;7;8;4;1;8;6;2;1;1;2;2;2;7;4;3;3;1;8;6;5;4;3;2;4;9;3;1;2;1;3;3;3;4;3;3;2;3;3;4;4;3;3;2;4;4;4;5;5;5;5;1;1;1;1;1;1;1;1;3;3;4;1;3;9;10;9;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;5;1;2;2;2;2;2;2;4;5;5;2;2;2;3;4;3;3;3;3;4;2;1;2;3;2;2;2;2;2;7;4;5;3;5;2;2;2;2;4;5;2;1;27;2;2;2;-1;1270;5;2;2;3;1;6;332002;1;332007;332038;1660;2016;2;2;-1;0.346111;0.325;0;0.33;0.33;0.22;0.33;0;0.833333;0.387778;0;0;0;0;1;1;0.33;0.776667;0;1;0;0.333333;0.5;0.66;0;0.386667;0;0;0;0;0.66;0.5;0.58;0.58;3;1660;201511;201603;6
